rank,filename,similarity,file
48,02-سم-الشعراء-وكير-القيون_SONG_B.mp3,0.762989,/content/SUNO_BACKUP_11082026/jarir_24072026/02-سم-الشعراء-وكير-القيون_SONG_B.mp3
49,02-الرحلة-بالناقة-وترقب-كيد-الأراقم_SONG_A.mp3,0.7626095,/content/SUNO_BACKUP_11082026/alharith_bin_heliza_22082026/02-الرحلة-بالناقة-وترقب-كيد-الأراقم_SONG_A.mp3
50,05-هول-الليل-وعواء-الذئب_SONG_A.mp3,0.7622727,/content/SUNO_BACKUP_11082026/qais_24072026/05-هول-الليل-وعواء-الذئب_SONG_A.mp3
51,06-نزال-الفارس-المدجج-والعفة-عن-المغنم_SONG_A.mp3,0.76013345,/content/SUNO_BACKUP_11082026/antara_13082026/06-نزال-الفارس-المدجج-والعفة-عن-المغنم_SONG_A.mp3
52,04-هجير-الفلاة-وصبر-الناقة-والظليم_SONG_B.mp3,0.7596819,/content/SUNO_BACKUP_11082026/muallaqt_antra_21082026/04-هجير-الفلاة-وصبر-الناقة-والظليم_SONG_B.mp3
53,06-إنذار-يزيد-بني-شيبان_SONG_B.mp3,0.7589566,/content/SUNO_BACKUP_11082026/aasha_23072026/06-إنذار-يزيد-بني-شيبان_SONG_B.mp3
54,04-مسير-الليل-ووحشة-الظلام_SONG_A.mp3,0.75671303,/content/SUNO_BACKUP_11082026/ara_alanqaa_18082026/04-مسير-الليل-ووحشة-الظلام_SONG_A.mp3
55,09-نخوة-الفرسان-للحرائر-وهيبة-النزول-والمطاعنة_SONG_B.mp3,0.756011,/content/SUNO_BACKUP_11082026/amro_bin_kalthoum_20082026/09-نخوة-الفرسان-للحرائر-وهيبة-النزول-والمطاعنة_SONG_B.mp3
56,05-مطاردة-الخميس-وسياقة-الإبل-الدهماء_SONG_A.mp3,0.75491583,/content/SUNO_BACKUP_11082026/nabigha_jaadi_21082026/05-مطاردة-الخميس-وسياقة-الإبل-الدهماء_SONG_A.mp3
57,03-شواخص-اليمامة-والإنذار-لأبي-هند_SONG_A.mp3,0.75470465,/content/SUNO_BACKUP_11082026/amro_bin_kalthoum_23072026/03-شواخص-اليمامة-والإنذار-لأبي-هند_SONG_A.mp3
58,05-جوب-الفيافي-والبرق-الهطل_SONG_A.mp3,0.75441444,/content/SUNO_BACKUP_11082026/aasha_23072026/05-جوب-الفيافي-والبرق-الهطل_SONG_A.mp3
59,01-نذير-الحرب-والتأهب-للكفاح_SONG_B.mp3,0.7543612,/content/SUNO_BACKUP_11082026/short-poems_16082026/01-نذير-الحرب-والتأهب-للكفاح_SONG_B.mp3
60,05-داء-الهيام-ونحول-الجسد-ورثاء-الصحب_SONG_B.mp3,0.75397944,/content/SUNO_BACKUP_11082026/majnoon_layla_19082026/05-داء-الهيام-ونحول-الجسد-ورثاء-الصحب_SONG_B.mp3
61,06-ليلة-الرعب_SONG_B.mp3,0.75188315,/content/SUNO_BACKUP_11082026/lamiyat_alshanfara_14082026/06-ليلة-الرعب_SONG_B.mp3
62,02-سرى-الخيل-وقصد-البحر_SONG_B.mp3,0.75121206,/content/SUNO_BACKUP_11082026/almutanabi_kafa_bika_21082026/02-سرى-الخيل-وقصد-البحر_SONG_B.mp3
63,05-الوعيد-الصارم-ليزيد-بن-شيبان-والتحذير-من-الفتنة_SONG_A.mp3,0.7505013,/content/SUNO_BACKUP_11082026/muallaqat_aassha_21082026/05-الوعيد-الصارم-ليزيد-بن-شيبان-والتحذير-من-الفتنة_SONG_A.mp3
64,03-جحيم-النيران-وجمال-الأطلال-المحترقة_SONG_B.mp3,0.750059,/content/SUNO_BACKUP_11082026/abu-tammam_16082026/03-جحيم-النيران-وجمال-الأطلال-المحترقة_SONG_B.mp3
65,05-داء-الهيام-ونحول-الجسد-ورثاء-الصحب_SONG_B.mp3,0.7490906,/content/SUNO_BACKUP_11082026/majnoon_layla_18082026/05-داء-الهيام-ونحول-الجسد-ورثاء-الصحب_SONG_B.mp3
66,03-جحيم-النيران-وجمال-الأطلال-المحترقة_SONG_B.mp3,0.7487229,/content/SUNO_BACKUP_11082026/New_Abu_Tammam_16082026/03-جحيم-النيران-وجمال-الأطلال-المحترقة_SONG_B.mp3
67,05-أهوال-الليل-ومكابدة-الذئب-والقفار_SONG_A.mp3,0.7472285,/content/SUNO_BACKUP_11082026/im_qais_20082026/05-أهوال-الليل-ومكابدة-الذئب-والقفار_SONG_A.mp3
68,05-التحدي-الشامخ-ورفض-الضيم_SONG_F.mp3,0.74518615,/content/SUNO_BACKUP_11082026/amro_bin_kalthoum_23072026/05-التحدي-الشامخ-ورفض-الضيم_SONG_F.mp3
69,03-التسلل-ليلا-إلى-بيضة-الخدر_SONG_B.mp3,0.7421137,/content/SUNO_BACKUP_11082026/qais_24072026/03-التسلل-ليلا-إلى-بيضة-الخدر_SONG_B.mp3
70,05-البيت-الشامخ-والقطع-بالحسام_SONG_B.mp3,0.7413731,/content/SUNO_BACKUP_11082026/jarir_24072026/05-البيت-الشامخ-والقطع-بالحسام_SONG_B.mp3
71,03-أهوال-الليل-ومكابدة-السرى-والظلام_SONG_C.mp3,0.73645824,/content/SUNO_BACKUP_11082026/sabeel_almajd_20082026/03-أهوال-الليل-ومكابدة-السرى-والظلام_SONG_C.mp3
72,04-وعورة-الصحراء-ووصف-الناقة-الجسرة_SONG_A.mp3,0.7359884,/content/SUNO_BACKUP_11082026/antara_13082026/04-وعورة-الصحراء-ووصف-الناقة-الجسرة_SONG_A.mp3
73,08-دروع-الكماة-وشهامة-حماية-الظعائن_SONG_A.mp3,0.7356161,/content/SUNO_BACKUP_11082026/amro_bin_kalthoum_20082026/08-دروع-الكماة-وشهامة-حماية-الظعائن_SONG_A.mp3
74,02-تعب-الحياة-ونواح-بنات-الهديل_SONG_A.mp3,0.7351833,/content/SUNO_BACKUP_11082026/ghayra_mujdin_19082026/02-تعب-الحياة-ونواح-بنات-الهديل_SONG_A.mp3
75,05-دحض-المظالم-والتبرؤ-من-جرائر-القبائل_SONG_B.mp3,0.73235464,/content/SUNO_BACKUP_11082026/alharith_bin_heliza_22082026/05-دحض-المظالم-والتبرؤ-من-جرائر-القبائل_SONG_B.mp3
76,05-دحض-المظالم-والتبرؤ-من-جرائر-القبائل_SONG_A.mp3,0.72979695,/content/SUNO_BACKUP_11082026/alharith_bin_heliza_22082026/05-دحض-المظالم-والتبرؤ-من-جرائر-القبائل_SONG_A.mp3
77,06-ليلة-الرعب_SONG_A.mp3,0.7295506,/content/SUNO_BACKUP_11082026/lamiyat_alshanfara_14082026/06-ليلة-الرعب_SONG_A.mp3
78,08-حومة-الموت-ونداء-الاستغاثة-بعنترة_SONG_A.mp3,0.7295296,/content/SUNO_BACKUP_11082026/muallaqt_antra_21082026/08-حومة-الموت-ونداء-الاستغاثة-بعنترة_SONG_A.mp3
79,08-اقتحام-الحرب-وشكوى-وبكاء-الجواد-الأدهم_SONG_B.mp3,0.7291299,/content/SUNO_BACKUP_11082026/antara_13082026/08-اقتحام-الحرب-وشكوى-وبكاء-الجواد-الأدهم_SONG_B.mp3
80,09-نخوة-الفرسان-للحرائر-وهيبة-النزول-والمطاعنة_SONG_A.mp3,0.7282914,/content/SUNO_BACKUP_11082026/amro_bin_kalthoum_20082026/09-نخوة-الفرسان-للحرائر-وهيبة-النزول-والمطاعنة_SONG_A.mp3
81,06-نزال-الفارس-المدجج-والعفة-عن-المغنم_SONG_A.mp3,0.72715884,/content/SUNO_BACKUP_11082026/antara_mullaq_21072026/06-نزال-الفارس-المدجج-والعفة-عن-المغنم_SONG_A.mp3
82,04-هجير-الفلاة-وصبر-الناقة-والظليم_SONG_A.mp3,0.7269706,/content/SUNO_BACKUP_11082026/muallaqt_antra_21082026/04-هجير-الفلاة-وصبر-الناقة-والظليم_SONG_A.mp3
83,05-هول-الليل-وعواء-الذئب_SONG_B.mp3,0.726882,/content/SUNO_BACKUP_11082026/qais_24072026/05-هول-الليل-وعواء-الذئب_SONG_B.mp3
84,05-التحدي-الشامخ-ورفض-الضيم_SONG_B.mp3,0.7252488,/content/SUNO_BACKUP_11082026/amro_bin_kalthoum_24072026/05-التحدي-الشامخ-ورفض-الضيم_SONG_B.mp3
85,04-وعورة-الصحراء-ووصف-الناقة-الجسرة_SONG_B.mp3,0.72462976,/content/SUNO_BACKUP_11082026/antara_13082026/04-وعورة-الصحراء-ووصف-الناقة-الجسرة_SONG_B.mp3
86,جساس بن مرة - تعدت تغلب - مقام الكرد_SONG_B.mp3,0.7240624,/content/SUNO_BACKUP_11082026/منوعات/جساس بن مرة - تعدت تغلب - مقام الكرد_SONG_B.mp3
87,05-داء-الهيام-ونحول-الجسد-ورثاء-الصحب_SONG_A.mp3,0.7236227,/content/SUNO_BACKUP_11082026/majnoon_layla_18082026/05-داء-الهيام-ونحول-الجسد-ورثاء-الصحب_SONG_A.mp3
88,RETAKE_09-نخوة-الفرسان-للحرائر-وهيبة-النزول-والمطاعنة_SONG_A.mp3,0.72346056,/content/SUNO_BACKUP_11082026/amro_bin_kalthoum_20082026/RETAKE_09-نخوة-الفرسان-للحرائر-وهيبة-النزول-والمطاعنة_SONG_A.mp3
89,04-مثل-الدهر-الأول-2-مكمن-القانص-ومصرع-الأتن_SONG_A.mp3,0.7218871,/content/SUNO_BACKUP_11082026/amin_almanoon_17082026/04-مثل-الدهر-الأول-2-مكمن-القانص-ومصرع-الأتن_SONG_A.mp3
90,05-التحدي-الشامخ-ورفض-الضيم_SONG_A.mp3,0.71807504,/content/SUNO_BACKUP_11082026/amro_bin_kalthoum_23072026/05-التحدي-الشامخ-ورفض-الضيم_SONG_A.mp3
91,05-التحدي-الشامخ-ورفض-الضيم_SONG_B.mp3,0.7171168,/content/SUNO_BACKUP_11082026/amrro_bin_kalthoum_11082026/05-التحدي-الشامخ-ورفض-الضيم_SONG_B.mp3
92,03-شواخص-اليمامة-والإنذار-لأبي-هند_SONG_B.mp3,0.7164543,/content/SUNO_BACKUP_11082026/amro_bin_kalthoum_23072026/03-شواخص-اليمامة-والإنذار-لأبي-هند_SONG_B.mp3
93,05-داء-الهيام-ونحول-الجسد-ورثاء-الصحب_SONG_A.mp3,0.71598333,/content/SUNO_BACKUP_11082026/majnoon_layla_22082026/05-داء-الهيام-ونحول-الجسد-ورثاء-الصحب_SONG_A.mp3
94,04-سلطان-القدر-وعجز-الأطباء_SONG_B.mp3,0.7156541,/content/SUNO_BACKUP_11082026/ghayra_mujdin_19082026/04-سلطان-القدر-وعجز-الأطباء_SONG_B.mp3
95,08-حكمة-الحلم-والجهل-والإنذار-والرد-الصارم_SONG_B.mp3,0.71543574,/content/SUNO_BACKUP_11082026/nabigha_jaadi_21082026/08-حكمة-الحلم-والجهل-والإنذار-والرد-الصارم_SONG_B.mp3
96,04-بكاء-الصاحب-عند-الدرب-وطلب-الملك-وسرى-الليل_SONG_A.mp3,0.7151183,/content/SUNO_BACKUP_11082026/sama_laka_shwqun_19082026/04-بكاء-الصاحب-عند-الدرب-وطلب-الملك-وسرى-الليل_SONG_A.mp3
97,03-جحيم-النيران-وجمال-الأطلال-المحترقة_RETAKE_A.mp3,0.71355784,/content/SUNO_BACKUP_11082026/abu-tammam_16082026/03-جحيم-النيران-وجمال-الأطلال-المحترقة_RETAKE_A.mp3
98,05-داء-الهيام-ونحول-الجسد-ورثاء-الصحب_SONG_B.mp3,0.71284014,/content/SUNO_BACKUP_11082026/majnoon_layla_22082026/05-داء-الهيام-ونحول-الجسد-ورثاء-الصحب_SONG_B.mp3
99,03-الوصف-الدقيق-لأعضاء-الناقة-وبنيتها_SONG_A.mp3,0.7115795,/content/SUNO_BACKUP_11082026/tarafa_23072026/03-الوصف-الدقيق-لأعضاء-الناقة-وبنيتها_SONG_A.mp3
100,05-ملحمة-الثور-الوحشي-والضواري_SONG_A.mp3,0.71139306,/content/SUNO_BACKUP_11082026/amin_almanoon_19082026/05-ملحمة-الثور-الوحشي-والضواري_SONG_A.mp3
101,08-حومة-الموت-ونداء-الاستغاثة-بعنترة_SONG_B.mp3,0.71084744,/content/SUNO_BACKUP_11082026/muallaqt_antra_21082026/08-حومة-الموت-ونداء-الاستغاثة-بعنترة_SONG_B.mp3
102,04-وعورة-الصحراء-ووصف-الناقة-الجسرة_SONG_A.mp3,0.70919096,/content/SUNO_BACKUP_11082026/antara_mullaq_21072026/04-وعورة-الصحراء-ووصف-الناقة-الجسرة_SONG_A.mp3
103,05-حفظ-الذمار-وتحدي-عمرو-بن-هند_SONG_A.mp3,0.70854473,/content/SUNO_BACKUP_11082026/amro_bin_kalthoum_20082026/05-حفظ-الذمار-وتحدي-عمرو-بن-هند_SONG_A.mp3
104,03-شواخص-اليمامة-والإنذار-لأبي-هند_SONG_A.mp3,0.70834476,/content/SUNO_BACKUP_11082026/amrro_bin_kalthoum_11082026/03-شواخص-اليمامة-والإنذار-لأبي-هند_SONG_A.mp3
105,05-أهوال-الليل-ومكابدة-الذئب-والقفار_SONG_B.mp3,0.7053753,/content/SUNO_BACKUP_11082026/im_qais_20082026/05-أهوال-الليل-ومكابدة-الذئب-والقفار_SONG_B.mp3
106,02-تنزه-عما-ليس-فيه-الجلد-في-الظلام-والجوع_SONG_B.mp3,0.7050234,/content/SUNO_BACKUP_11082026/lamiyat_alshanfara_14082026/02-تنزه-عما-ليس-فيه-الجلد-في-الظلام-والجوع_SONG_B.mp3
107,06-نزال-الفارس-المدجج-والعفة-عن-المغنم_SONG_B.mp3,0.70474935,/content/SUNO_BACKUP_11082026/antara_13082026/06-نزال-الفارس-المدجج-والعفة-عن-المغنم_SONG_B.mp3
108,جساس بن مرة - تعدت تغلب - مقام الكرد_SONG_A.mp3,0.70393103,/content/SUNO_BACKUP_11082026/منوعات/جساس بن مرة - تعدت تغلب - مقام الكرد_SONG_A.mp3
109,08-ملحمة-البرق-والمطر-والسيول-الجارفة_SONG_B.mp3,0.7033179,/content/SUNO_BACKUP_11082026/im_qais_20082026/08-ملحمة-البرق-والمطر-والسيول-الجارفة_SONG_B.mp3
110,02-عهد-الصبا-واعتراض-القدر-والوشاة_SONG_B.mp3,0.7022229,/content/SUNO_BACKUP_11082026/majnoon_layla_22082026/02-عهد-الصبا-واعتراض-القدر-والوشاة_SONG_B.mp3
111,RETAKE_01-الأرق-ورهبة-الفناء-ومصير-الملوك-وحصن-تيماء_SONG_B.mp3,0.7017613,/content/SUNO_BACKUP_11082026/aasha_ariqtu_21082026/RETAKE_01-الأرق-ورهبة-الفناء-ومصير-الملوك-وحصن-تيماء_SONG_B.mp3
112,02-سم-الشعراء-وكير-القيون_SONG_A.mp3,0.7002097,/content/SUNO_BACKUP_11082026/jarir_24072026/02-سم-الشعراء-وكير-القيون_SONG_A.mp3
113,05-مطاردة-الخميس-وسياقة-الإبل-الدهماء_SONG_B.mp3,0.699365,/content/SUNO_BACKUP_11082026/nabigha_jaadi_21082026/05-مطاردة-الخميس-وسياقة-الإبل-الدهماء_SONG_B.mp3
114,03-جحيم-النيران-وجمال-الأطلال-المحترقة_SONG_D.mp3,0.69915473,/content/SUNO_BACKUP_11082026/abu-tammam_16082026/03-جحيم-النيران-وجمال-الأطلال-المحترقة_SONG_D.mp3
115,03-شواخص-اليمامة-والإنذار-لأبي-هند_SONG_B.mp3,0.69871986,/content/SUNO_BACKUP_11082026/amrro_bin_kalthoum_11082026/03-شواخص-اليمامة-والإنذار-لأبي-هند_SONG_B.mp3
116,03-شواخص-اليمامة-والإنذار-لأبي-هند_SONG_A.mp3,0.69509923,/content/SUNO_BACKUP_11082026/amro_bin_kalthoum_24072026/03-شواخص-اليمامة-والإنذار-لأبي-هند_SONG_A.mp3
117,02-عهد-الصبا-واعتراض-القدر-والوشاة_SONG_B.mp3,0.69339436,/content/SUNO_BACKUP_11082026/majnoon_layla_19082026/02-عهد-الصبا-واعتراض-القدر-والوشاة_SONG_B.mp3
118,04-مكمن-القانص-وغدر-الحتوف_SONG_A.mp3,0.69030356,/content/SUNO_BACKUP_11082026/amin_almanoon_19082026/04-مكمن-القانص-وغدر-الحتوف_SONG_A.mp3
119,03-جحيم-النيران-وجمال-الأطلال-المحترقة_SONG_A.mp3,0.6899574,/content/SUNO_BACKUP_11082026/abu-tammam_16082026/03-جحيم-النيران-وجمال-الأطلال-المحترقة_SONG_A.mp3
120,06-اقتحام-الوغى-وعفة-المغنم-ومصرع-المدجج_SONG_A.mp3,0.6854779,/content/SUNO_BACKUP_11082026/muallaqt_antra_21082026/06-اقتحام-الوغى-وعفة-المغنم-ومصرع-المدجج_SONG_A.mp3
121,05-داء-الهيام-ونحول-الجسد-ورثاء-الصحب_SONG_A.mp3,0.6850842,/content/SUNO_BACKUP_11082026/majnoon_layla_19082026/05-داء-الهيام-ونحول-الجسد-ورثاء-الصحب_SONG_A.mp3
122,05-وحشة-القفر-وفراق-الرفاق_SONG_B.mp3,0.68468094,/content/SUNO_BACKUP_11082026/malik_ibn_rayb_17082026/05-وحشة-القفر-وفراق-الرفاق_SONG_B.mp3
